CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_REGION,CUSTOMER_AGE,CUSTOMER_GENDER,CUSTOMER_SEGMENT
1225,Customer 1225,North,21,Female,Regular
1226,Customer 1226,South,25,Male,Occasional
1227,Customer 1227,East,62,Female,Premium
1228,Customer 1228,West,37,Male,Regular
1229,Customer 1229,Central,45,Female,Occasional
1230,Customer 1230,North,62,Male,Premium
1231,Customer 1231,South,52,Female,Regular
1232,Customer 1232,East,60,Male,Occasional
1233,Customer 1233,West,63,Female,Premium
1234,Customer 1234,Central,49,Male,Regular
1235,Customer 1235,North,52,Female,Occasional
1236,Customer 1236,South,26,Male,Premium
1237,Customer 1237,East,29,Female,Regular
1238,Customer 1238,West,30,Male,Occasional
1239,Customer 1239,Central,40,Female,Premium
1240,Customer 1240,North,55,Male,Regular
1241,Customer 1241,South,48,Female,Occasional
1242,Customer 1242,East,55,Male,Premium
1243,Customer 1243,West,28,Female,Regular
1244,Customer 1244,Central,52,Male,Occasional
1245,Customer 1245,North,35,Female,Premium
1246,Customer 1246,South,42,Male,Regular
1247,Customer 1247,East,61,Female,Occasional
1248,Customer 1248,West,62,Male,Premium
1249,Customer 1249,Central,50,Female,Regular
1250,Customer 1250,North,29,Male,Occasional
1251,Customer 1251,South,23,Female,Premium
1252,Customer 1252,East,39,Male,Regular
1253,Customer 1253,West,56,Female,Occasional
1254,Customer 1254,Central,64,Male,Premium
1255,Customer 1255,North,36,Female,Regular
1256,Customer 1256,South,54,Male,Occasional
1257,Customer 1257,East,35,Female,Premium
1258,Customer 1258,West,42,Male,Regular
1259,Customer 1259,Central,63,Female,Occasional
1260,Customer 1260,North,40,Male,Premium
1261,Customer 1261,South,32,Female,Regular
1262,Customer 1262,East,58,Male,Occasional
1263,Customer 1263,West,27,Female,Premium
1264,Customer 1264,Central,31,Male,Regular
1265,Customer 1265,North,41,Female,Occasional
1266,Customer 1266,South,65,Male,Premium
1267,Customer 1267,East,44,Female,Regular
1268,Customer 1268,West,30,Male,Occasional
1269,Customer 1269,Central,62,Female,Premium
1270,Customer 1270,North,46,Male,Regular
1271,Customer 1271,South,41,Female,Occasional
1272,Customer 1272,East,30,Male,Premium
1273,Customer 1273,West,48,Female,Regular
1274,Customer 1274,Central,18,Male,Occasional
1275,Customer 1275,North,21,Female,Premium
1276,Customer 1276,South,37,Male,Regular
1277,Customer 1277,East,43,Female,Occasional
1278,Customer 1278,West,24,Male,Premium
1279,Customer 1279,Central,41,Female,Regular
1280,Customer 1280,North,19,Male,Occasional
1281,Customer 1281,South,46,Female,Premium
1282,Customer 1282,East,64,Male,Regular
1283,Customer 1283,West,59,Female,Occasional
1284,Customer 1284,Central,48,Male,Premium
1285,Customer 1285,North,63,Female,Regular
1286,Customer 1286,South,49,Male,Occasional
1287,Customer 1287,East,59,Female,Premium
1288,Customer 1288,West,31,Male,Regular
1289,Customer 1289,Central,53,Female,Occasional
1290,Customer 1290,North,19,Male,Premium
1291,Customer 1291,South,55,Female,Regular
1292,Customer 1292,East,53,Male,Occasional
1293,Customer 1293,West,34,Female,Premium
1294,Customer 1294,Central,64,Male,Regular
1295,Customer 1295,North,54,Female,Occasional
1296,Customer 1296,South,52,Male,Premium
1297,Customer 1297,East,29,Female,Regular
1298,Customer 1298,West,33,Male,Occasional
1299,Customer 1299,Central,34,Female,Premium
1300,Customer 1300,North,29,Male,Regular
1301,Customer 1301,South,65,Female,Occasional
1302,Customer 1302,East,46,Male,Premium
1303,Customer 1303,West,23,Female,Regular
1304,Customer 1304,Central,59,Male,Occasional
1305,Customer 1305,North,62,Female,Premium
1306,Customer 1306,South,25,Male,Regular
1307,Customer 1307,East,65,Female,Occasional
1308,Customer 1308,West,40,Male,Premium
1309,Customer 1309,Central,26,Female,Regular
1310,Customer 1310,North,42,Male,Occasional
1311,Customer 1311,South,27,Female,Premium
1312,Customer 1312,East,49,Male,Regular
1313,Customer 1313,West,55,Female,Occasional
1314,Customer 1314,Central,49,Male,Premium
1315,Customer 1315,North,24,Female,Regular
1316,Customer 1316,South,37,Male,Occasional
1317,Customer 1317,East,24,Female,Premium
1318,Customer 1318,West,54,Male,Regular
1319,Customer 1319,Central,43,Female,Occasional
1320,Customer 1320,North,54,Male,Premium
1321,Customer 1321,South,60,Female,Regular
1322,Customer 1322,East,32,Male,Occasional
1323,Customer 1323,West,62,Female,Premium
1324,Customer 1324,Central,19,Male,Regular
1325,Customer 1325,North,47,Female,Occasional
1326,Customer 1326,South,28,Male,Premium
1327,Customer 1327,East,41,Female,Regular
1328,Customer 1328,West,22,Male,Occasional
1329,Customer 1329,Central,44,Female,Premium
1330,Customer 1330,North,21,Male,Regular
1331,Customer 1331,South,21,Female,Occasional
1332,Customer 1332,East,23,Male,Premium
1333,Customer 1333,West,40,Female,Regular
1334,Customer 1334,Central,28,Male,Occasional
1335,Customer 1335,North,42,Female,Premium
1336,Customer 1336,South,62,Male,Regular
1337,Customer 1337,East,61,Female,Occasional
1338,Customer 1338,West,26,Male,Premium
1339,Customer 1339,Central,25,Female,Regular
1340,Customer 1340,North,18,Male,Occasional
1341,Customer 1341,South,55,Female,Premium
1342,Customer 1342,East,21,Male,Regular
1343,Customer 1343,West,38,Female,Occasional
1344,Customer 1344,Central,31,Male,Premium
1345,Customer 1345,North,39,Female,Regular
1346,Customer 1346,South,21,Male,Occasional
1347,Customer 1347,East,27,Female,Premium
1348,Customer 1348,West,21,Male,Regular
1349,Customer 1349,Central,41,Female,Occasional
1350,Customer 1350,North,22,Male,Premium
1351,Customer 1351,South,20,Female,Regular
1352,Customer 1352,East,22,Male,Occasional
1353,Customer 1353,West,64,Female,Premium
1354,Customer 1354,Central,59,Male,Regular
1355,Customer 1355,North,46,Female,Occasional
1356,Customer 1356,South,23,Male,Premium
1357,Customer 1357,East,20,Female,Regular
1358,Customer 1358,West,54,Male,Occasional
1359,Customer 1359,Central,33,Female,Premium
1360,Customer 1360,North,36,Male,Regular
1361,Customer 1361,South,65,Female,Occasional
1362,Customer 1362,East,31,Male,Premium
1363,Customer 1363,West,25,Female,Regular
1364,Customer 1364,Central,51,Male,Occasional
1365,Customer 1365,North,55,Female,Premium
1366,Customer 1366,South,53,Male,Regular
1367,Customer 1367,East,22,Female,Occasional
1368,Customer 1368,West,52,Male,Premium
1369,Customer 1369,Central,34,Female,Regular
1370,Customer 1370,North,62,Male,Occasional
1371,Customer 1371,South,57,Female,Premium
1372,Customer 1372,East,43,Male,Regular
1373,Customer 1373,West,65,Female,Occasional
1374,Customer 1374,Central,50,Male,Premium
1375,Customer 1375,North,44,Female,Regular
1376,Customer 1376,South,48,Male,Occasional
1377,Customer 1377,East,51,Female,Premium
1378,Customer 1378,West,26,Male,Regular
1379,Customer 1379,Central,53,Female,Occasional
1380,Customer 1380,North,33,Male,Premium
1381,Customer 1381,South,62,Female,Regular
1382,Customer 1382,East,30,Male,Occasional
1383,Customer 1383,West,64,Female,Premium
1384,Customer 1384,Central,36,Male,Regular
1385,Customer 1385,North,63,Female,Occasional
1386,Customer 1386,South,34,Male,Premium
1387,Customer 1387,East,25,Female,Regular
1388,Customer 1388,West,47,Male,Occasional
1389,Customer 1389,Central,56,Female,Premium
1390,Customer 1390,North,52,Male,Regular
1391,Customer 1391,South,28,Female,Occasional
1392,Customer 1392,East,20,Male,Premium
1393,Customer 1393,West,24,Female,Regular
1394,Customer 1394,Central,22,Male,Occasional
1395,Customer 1395,North,63,Female,Premium
1396,Customer 1396,South,61,Male,Regular
1397,Customer 1397,East,43,Female,Occasional
1398,Customer 1398,West,63,Male,Premium
1399,Customer 1399,Central,40,Female,Regular
1400,Customer 1400,North,48,Male,Occasional
1401,Customer 1401,South,61,Female,Premium
1402,Customer 1402,East,30,Male,Regular
1403,Customer 1403,West,27,Female,Occasional
1404,Customer 1404,Central,60,Male,Premium
1405,Customer 1405,North,29,Female,Regular
1406,Customer 1406,South,63,Male,Occasional
1407,Customer 1407,East,37,Female,Premium
1408,Customer 1408,West,65,Male,Regular
1409,Customer 1409,Central,21,Female,Occasional
1410,Customer 1410,North,59,Male,Premium
1411,Customer 1411,South,34,Female,Regular
1412,Customer 1412,East,61,Male,Occasional
1413,Customer 1413,West,40,Female,Premium
1414,Customer 1414,Central,55,Male,Regular
1415,Customer 1415,North,28,Female,Occasional
1416,Customer 1416,South,53,Male,Premium
1417,Customer 1417,East,60,Female,Regular
1418,Customer 1418,West,48,Male,Occasional
1419,Customer 1419,Central,60,Female,Premium
1420,Customer 1420,North,47,Male,Regular
1421,Customer 1421,South,51,Female,Occasional
1422,Customer 1422,East,53,Male,Premium
1423,Customer 1423,West,33,Female,Regular
1424,Customer 1424,Central,28,Male,Occasional
1425,Customer 1425,North,31,Female,Premium
1426,Customer 1426,South,45,Male,Regular
1427,Customer 1427,East,57,Female,Occasional
1428,Customer 1428,West,47,Male,Premium
1429,Customer 1429,Central,58,Female,Regular
1430,Customer 1430,North,22,Male,Occasional
1431,Customer 1431,South,55,Female,Premium
1432,Customer 1432,East,27,Male,Regular
1433,Customer 1433,West,40,Female,Occasional
1434,Customer 1434,Central,53,Male,Premium
1435,Customer 1435,North,28,Female,Regular
1436,Customer 1436,South,51,Male,Occasional
1437,Customer 1437,East,30,Female,Premium
1438,Customer 1438,West,35,Male,Regular
1439,Customer 1439,Central,48,Female,Occasional
1440,Customer 1440,North,49,Male,Premium
1441,Customer 1441,South,62,Female,Regular
1442,Customer 1442,East,30,Male,Occasional
1443,Customer 1443,West,28,Female,Premium
1444,Customer 1444,Central,31,Male,Regular
1445,Customer 1445,North,58,Female,Occasional
1446,Customer 1446,South,46,Male,Premium
1447,Customer 1447,East,53,Female,Regular
1448,Customer 1448,West,50,Male,Occasional
1449,Customer 1449,Central,61,Female,Premium
1450,Customer 1450,North,24,Male,Regular
1451,Customer 1451,South,42,Female,Occasional
1452,Customer 1452,East,47,Male,Premium
1453,Customer 1453,West,65,Female,Regular
1454,Customer 1454,Central,43,Male,Occasional
1455,Customer 1455,North,18,Female,Premium
1456,Customer 1456,South,36,Male,Regular
1457,Customer 1457,East,22,Female,Occasional
1458,Customer 1458,West,19,Male,Premium
1459,Customer 1459,Central,51,Female,Regular
1460,Customer 1460,North,22,Male,Occasional
1461,Customer 1461,South,34,Female,Premium
1462,Customer 1462,East,31,Male,Regular
1463,Customer 1463,West,31,Female,Occasional
1464,Customer 1464,Central,61,Male,Premium
1465,Customer 1465,North,48,Female,Regular
1466,Customer 1466,South,51,Male,Occasional
1467,Customer 1467,East,36,Female,Premium
1468,Customer 1468,West,20,Male,Regular
1469,Customer 1469,Central,26,Female,Occasional
1470,Customer 1470,North,28,Male,Premium
1471,Customer 1471,South,20,Female,Regular
1472,Customer 1472,East,59,Male,Occasional
1473,Customer 1473,West,21,Female,Premium
1474,Customer 1474,Central,59,Male,Regular
1475,Customer 1475,North,65,Female,Occasional
1476,Customer 1476,South,22,Male,Premium
1477,Customer 1477,East,30,Female,Regular
1478,Customer 1478,West,59,Male,Occasional
1479,Customer 1479,Central,42,Female,Premium
1480,Customer 1480,North,53,Male,Regular
1481,Customer 1481,South,50,Female,Occasional
1482,Customer 1482,East,44,Male,Premium
1483,Customer 1483,West,59,Female,Regular
1484,Customer 1484,Central,60,Male,Occasional
1485,Customer 1485,North,49,Female,Premium
1486,Customer 1486,South,60,Male,Regular
1487,Customer 1487,East,32,Female,Occasional
1488,Customer 1488,West,45,Male,Premium
1489,Customer 1489,Central,50,Female,Regular
1490,Customer 1490,North,64,Male,Occasional
1491,Customer 1491,South,58,Female,Premium
1492,Customer 1492,East,53,Male,Regular
1493,Customer 1493,West,35,Female,Occasional
1494,Customer 1494,Central,57,Male,Premium
1495,Customer 1495,North,33,Female,Regular
1496,Customer 1496,South,42,Male,Occasional
1497,Customer 1497,East,58,Female,Premium
1498,Customer 1498,West,35,Male,Regular
1499,Customer 1499,Central,22,Female,Occasional
1500,Customer 1500,North,45,Male,Premium
1501,Customer 1501,South,51,Female,Regular
1502,Customer 1502,East,34,Male,Occasional
1503,Customer 1503,West,36,Female,Premium
1504,Customer 1504,Central,36,Male,Regular
1505,Customer 1505,North,32,Female,Occasional
1506,Customer 1506,South,19,Male,Premium
1507,Customer 1507,East,27,Female,Regular
1508,Customer 1508,West,41,Male,Occasional
1509,Customer 1509,Central,62,Female,Premium
1510,Customer 1510,North,18,Male,Regular
1511,Customer 1511,South,57,Female,Occasional
1512,Customer 1512,East,50,Male,Premium
1513,Customer 1513,West,54,Female,Regular
1514,Customer 1514,Central,44,Male,Occasional
1515,Customer 1515,North,50,Female,Premium
1516,Customer 1516,South,46,Male,Regular
1517,Customer 1517,East,44,Female,Occasional
1518,Customer 1518,West,34,Male,Premium
1519,Customer 1519,Central,43,Female,Regular
1520,Customer 1520,North,21,Male,Occasional
1521,Customer 1521,South,44,Female,Premium
1522,Customer 1522,East,39,Male,Regular
1523,Customer 1523,West,57,Female,Occasional
1524,Customer 1524,Central,43,Male,Premium
1525,Customer 1525,North,49,Female,Regular
1526,Customer 1526,South,32,Male,Occasional
1527,Customer 1527,East,50,Female,Premium
1528,Customer 1528,West,49,Male,Regular
1529,Customer 1529,Central,40,Female,Occasional
1530,Customer 1530,North,60,Male,Premium
1531,Customer 1531,South,57,Female,Regular
1532,Customer 1532,East,57,Male,Occasional
1533,Customer 1533,West,59,Female,Premium
1534,Customer 1534,Central,31,Male,Regular
1535,Customer 1535,North,28,Female,Occasional
1536,Customer 1536,South,61,Male,Premium
1537,Customer 1537,East,31,Female,Regular
1538,Customer 1538,West,19,Male,Occasional
1539,Customer 1539,Central,25,Female,Premium
1540,Customer 1540,North,32,Male,Regular
1541,Customer 1541,South,34,Female,Occasional
1542,Customer 1542,East,50,Male,Premium
1543,Customer 1543,West,62,Female,Regular
1544,Customer 1544,Central,59,Male,Occasional
1545,Customer 1545,North,27,Female,Premium
1546,Customer 1546,South,60,Male,Regular
1547,Customer 1547,East,32,Female,Occasional
1548,Customer 1548,West,34,Male,Premium
1549,Customer 1549,Central,44,Female,Regular
1550,Customer 1550,North,62,Male,Occasional
1551,Customer 1551,South,20,Female,Premium
1552,Customer 1552,East,26,Male,Regular
1553,Customer 1553,West,37,Female,Occasional
1554,Customer 1554,Central,39,Male,Premium
1555,Customer 1555,North,33,Female,Regular
1556,Customer 1556,South,51,Male,Occasional
1557,Customer 1557,East,32,Female,Premium
1558,Customer 1558,West,44,Male,Regular
1559,Customer 1559,Central,40,Female,Occasional
1560,Customer 1560,North,53,Male,Premium
1561,Customer 1561,South,57,Female,Regular
1562,Customer 1562,East,36,Male,Occasional
1563,Customer 1563,West,45,Female,Premium
1564,Customer 1564,Central,48,Male,Regular
1565,Customer 1565,North,46,Female,Occasional
1566,Customer 1566,South,42,Male,Premium
1567,Customer 1567,East,48,Female,Regular
1568,Customer 1568,West,61,Male,Occasional
1569,Customer 1569,Central,36,Female,Premium
1570,Customer 1570,North,21,Male,Regular
1571,Customer 1571,South,18,Female,Occasional
1572,Customer 1572,East,60,Male,Premium
1573,Customer 1573,West,32,Female,Regular
1574,Customer 1574,Central,39,Male,Occasional
1575,Customer 1575,North,37,Female,Premium
1576,Customer 1576,South,55,Male,Regular
1577,Customer 1577,East,22,Female,Occasional
1578,Customer 1578,West,18,Male,Premium
1579,Customer 1579,Central,42,Female,Regular
1580,Customer 1580,North,30,Male,Occasional
1581,Customer 1581,South,46,Female,Premium
1582,Customer 1582,East,45,Male,Regular
1583,Customer 1583,West,47,Female,Occasional
1584,Customer 1584,Central,59,Male,Premium
1585,Customer 1585,North,43,Female,Regular
1586,Customer 1586,South,20,Male,Occasional
1587,Customer 1587,East,48,Female,Premium
1588,Customer 1588,West,27,Male,Regular
1589,Customer 1589,Central,59,Female,Occasional
1590,Customer 1590,North,18,Male,Premium
1591,Customer 1591,South,65,Female,Regular
1592,Customer 1592,East,34,Male,Occasional
1593,Customer 1593,West,57,Female,Premium
1594,Customer 1594,Central,32,Male,Regular
1595,Customer 1595,North,42,Female,Occasional
1596,Customer 1596,South,41,Male,Premium
1597,Customer 1597,East,18,Female,Regular
1598,Customer 1598,West,18,Male,Occasional
1599,Customer 1599,Central,35,Female,Premium
1600,Customer 1600,North,35,Male,Regular
1601,Customer 1601,South,58,Female,Occasional
1602,Customer 1602,East,31,Male,Premium
1603,Customer 1603,West,19,Female,Regular
1604,Customer 1604,Central,56,Male,Occasional
1605,Customer 1605,North,26,Female,Premium
1606,Customer 1606,South,65,Male,Regular
1607,Customer 1607,East,61,Female,Occasional
1608,Customer 1608,West,26,Male,Premium
1609,Customer 1609,Central,61,Female,Regular
1610,Customer 1610,North,45,Male,Occasional
1611,Customer 1611,South,35,Female,Premium
1612,Customer 1612,East,31,Male,Regular
1613,Customer 1613,West,63,Female,Occasional
1614,Customer 1614,Central,24,Male,Premium
1615,Customer 1615,North,27,Female,Regular
1616,Customer 1616,South,64,Male,Occasional
1617,Customer 1617,East,27,Female,Premium
1618,Customer 1618,West,54,Male,Regular
1619,Customer 1619,Central,29,Female,Occasional
1620,Customer 1620,North,49,Male,Premium
1621,Customer 1621,South,47,Female,Regular
1622,Customer 1622,East,18,Male,Occasional
1623,Customer 1623,West,47,Female,Premium
1624,Customer 1624,Central,22,Male,Regular
1625,Customer 1625,North,32,Female,Occasional
1626,Customer 1626,South,24,Male,Premium
1627,Customer 1627,East,21,Female,Regular
1628,Customer 1628,West,58,Male,Occasional
1629,Customer 1629,Central,19,Female,Premium
1630,Customer 1630,North,43,Male,Regular
1631,Customer 1631,South,52,Female,Occasional
1632,Customer 1632,East,51,Male,Premium
1633,Customer 1633,West,52,Female,Regular
1634,Customer 1634,Central,22,Male,Occasional
1635,Customer 1635,North,36,Female,Premium
1636,Customer 1636,South,47,Male,Regular
1637,Customer 1637,East,34,Female,Occasional
1638,Customer 1638,West,63,Male,Premium
1639,Customer 1639,Central,37,Female,Regular
1640,Customer 1640,North,56,Male,Occasional
1641,Customer 1641,South,61,Female,Premium
1642,Customer 1642,East,47,Male,Regular
1643,Customer 1643,West,31,Female,Occasional
1644,Customer 1644,Central,31,Male,Premium
1645,Customer 1645,North,21,Female,Regular
1646,Customer 1646,South,48,Male,Occasional
1647,Customer 1647,East,31,Female,Premium
1648,Customer 1648,West,37,Male,Regular
1649,Customer 1649,Central,26,Female,Occasional
1650,Customer 1650,North,31,Male,Premium
1651,Customer 1651,South,44,Female,Regular
1652,Customer 1652,East,44,Male,Occasional
1653,Customer 1653,West,21,Female,Premium
1654,Customer 1654,Central,44,Male,Regular
1655,Customer 1655,North,36,Female,Occasional
1656,Customer 1656,South,57,Male,Premium
1657,Customer 1657,East,36,Female,Regular
1658,Customer 1658,West,45,Male,Occasional
1659,Customer 1659,Central,40,Female,Premium
1660,Customer 1660,North,55,Male,Regular
1661,Customer 1661,South,35,Female,Occasional
1662,Customer 1662,East,26,Male,Premium
1663,Customer 1663,West,52,Female,Regular
1664,Customer 1664,Central,36,Male,Occasional
1665,Customer 1665,North,54,Female,Premium
1666,Customer 1666,South,24,Male,Regular
1667,Customer 1667,East,64,Female,Occasional
1668,Customer 1668,West,50,Male,Premium
1669,Customer 1669,Central,49,Female,Regular
1670,Customer 1670,North,40,Male,Occasional
1671,Customer 1671,South,31,Female,Premium
1672,Customer 1672,East,46,Male,Regular
1673,Customer 1673,West,44,Female,Occasional
1674,Customer 1674,Central,27,Male,Premium
1675,Customer 1675,North,62,Female,Regular
1676,Customer 1676,South,62,Male,Occasional
1677,Customer 1677,East,59,Female,Premium
1678,Customer 1678,West,56,Male,Regular
1679,Customer 1679,Central,27,Female,Occasional
1680,Customer 1680,North,49,Male,Premium
1681,Customer 1681,South,55,Female,Regular
1682,Customer 1682,East,38,Male,Occasional
1683,Customer 1683,West,20,Female,Premium
1684,Customer 1684,Central,57,Male,Regular
1685,Customer 1685,North,24,Female,Occasional
1686,Customer 1686,South,50,Male,Premium
1687,Customer 1687,East,28,Female,Regular
1688,Customer 1688,West,62,Male,Occasional
1689,Customer 1689,Central,34,Female,Premium
1690,Customer 1690,North,55,Male,Regular
1691,Customer 1691,South,19,Female,Occasional
1692,Customer 1692,East,65,Male,Premium
1693,Customer 1693,West,32,Female,Regular
1694,Customer 1694,Central,43,Male,Occasional
1695,Customer 1695,North,51,Female,Premium
1696,Customer 1696,South,64,Male,Regular
1697,Customer 1697,East,21,Female,Occasional
1698,Customer 1698,West,62,Male,Premium
1699,Customer 1699,Central,41,Female,Regular
1700,Customer 1700,North,64,Male,Occasional
1701,Customer 1701,South,47,Female,Premium
1702,Customer 1702,East,60,Male,Regular
1703,Customer 1703,West,57,Female,Occasional
1704,Customer 1704,Central,64,Male,Premium
1705,Customer 1705,North,47,Female,Regular
1706,Customer 1706,South,46,Male,Occasional
1707,Customer 1707,East,26,Female,Premium
1708,Customer 1708,West,65,Male,Regular
1709,Customer 1709,Central,50,Female,Occasional
1710,Customer 1710,North,65,Male,Premium
1711,Customer 1711,South,53,Female,Regular
1712,Customer 1712,East,21,Male,Occasional
1713,Customer 1713,West,38,Female,Premium
1714,Customer 1714,Central,46,Male,Regular
1715,Customer 1715,North,35,Female,Occasional
1716,Customer 1716,South,61,Male,Premium
1717,Customer 1717,East,53,Female,Regular
1718,Customer 1718,West,61,Male,Occasional
1719,Customer 1719,Central,51,Female,Premium
1720,Customer 1720,North,18,Male,Regular
1721,Customer 1721,South,42,Female,Occasional
1722,Customer 1722,East,34,Male,Premium
1723,Customer 1723,West,34,Female,Regular
1724,Customer 1724,Central,49,Male,Occasional
1725,Customer 1725,North,38,Female,Premium
1726,Customer 1726,South,56,Male,Regular
1727,Customer 1727,East,44,Female,Occasional
1728,Customer 1728,West,63,Male,Premium
1729,Customer 1729,Central,40,Female,Regular
1730,Customer 1730,North,22,Male,Occasional
1731,Customer 1731,South,54,Female,Premium
1732,Customer 1732,East,63,Male,Regular
1733,Customer 1733,West,62,Female,Occasional
1734,Customer 1734,Central,37,Male,Premium
1735,Customer 1735,North,39,Female,Regular
1736,Customer 1736,South,41,Male,Occasional
1737,Customer 1737,East,46,Female,Premium
1738,Customer 1738,West,28,Male,Regular
1739,Customer 1739,Central,24,Female,Occasional
1740,Customer 1740,North,37,Male,Premium
1741,Customer 1741,South,46,Female,Regular
1742,Customer 1742,East,31,Male,Occasional
1743,Customer 1743,West,49,Female,Premium
1744,Customer 1744,Central,34,Male,Regular
1745,Customer 1745,North,19,Female,Occasional
1746,Customer 1746,South,39,Male,Premium
1747,Customer 1747,East,18,Female,Regular
1748,Customer 1748,West,54,Male,Occasional
1749,Customer 1749,Central,39,Female,Premium
1750,Customer 1750,North,21,Male,Regular
1751,Customer 1751,South,49,Female,Occasional
1752,Customer 1752,East,64,Male,Premium
1753,Customer 1753,West,51,Female,Regular
1754,Customer 1754,Central,42,Male,Occasional
1755,Customer 1755,North,27,Female,Premium
1756,Customer 1756,South,38,Male,Regular
1757,Customer 1757,East,39,Female,Occasional
1758,Customer 1758,West,34,Male,Premium
1759,Customer 1759,Central,43,Female,Regular
1760,Customer 1760,North,46,Male,Occasional
1761,Customer 1761,South,21,Female,Premium
1762,Customer 1762,East,35,Male,Regular
1763,Customer 1763,West,32,Female,Occasional
1764,Customer 1764,Central,32,Male,Premium
1765,Customer 1765,North,33,Female,Regular
1766,Customer 1766,South,41,Male,Occasional
1767,Customer 1767,East,19,Female,Premium
1768,Customer 1768,West,28,Male,Regular
1769,Customer 1769,Central,62,Female,Occasional
1770,Customer 1770,North,31,Male,Premium
1771,Customer 1771,South,34,Female,Regular
1772,Customer 1772,East,20,Male,Occasional
1773,Customer 1773,West,18,Female,Premium
1774,Customer 1774,Central,60,Male,Regular
1775,Customer 1775,North,52,Female,Occasional
1776,Customer 1776,South,50,Male,Premium
1777,Customer 1777,East,54,Female,Regular
1778,Customer 1778,West,57,Male,Occasional
1779,Customer 1779,Central,34,Female,Premium
1780,Customer 1780,North,36,Male,Regular
1781,Customer 1781,South,28,Female,Occasional
1782,Customer 1782,East,44,Male,Premium
1783,Customer 1783,West,25,Female,Regular
1784,Customer 1784,Central,30,Male,Occasional
1785,Customer 1785,North,62,Female,Premium
1786,Customer 1786,South,25,Male,Regular
1787,Customer 1787,East,56,Female,Occasional
1788,Customer 1788,West,28,Male,Premium
1789,Customer 1789,Central,26,Female,Regular
1790,Customer 1790,North,20,Male,Occasional
1791,Customer 1791,South,41,Female,Premium
1792,Customer 1792,East,63,Male,Regular
1793,Customer 1793,West,32,Female,Occasional
1794,Customer 1794,Central,40,Male,Premium
1795,Customer 1795,North,39,Female,Regular
1796,Customer 1796,South,46,Male,Occasional
1797,Customer 1797,East,59,Female,Premium
1798,Customer 1798,West,32,Male,Regular
1799,Customer 1799,Central,40,Female,Occasional
1800,Customer 1800,North,47,Male,Premium
1801,Customer 1801,South,30,Female,Regular
1802,Customer 1802,East,64,Male,Occasional
1803,Customer 1803,West,39,Female,Premium
1804,Customer 1804,Central,19,Male,Regular
1805,Customer 1805,North,21,Female,Occasional
1806,Customer 1806,South,61,Male,Premium
1807,Customer 1807,East,19,Female,Regular
1808,Customer 1808,West,21,Male,Occasional
1809,Customer 1809,Central,30,Female,Premium
1810,Customer 1810,North,64,Male,Regular
1811,Customer 1811,South,52,Female,Occasional
1812,Customer 1812,East,60,Male,Premium
1813,Customer 1813,West,20,Female,Regular
1814,Customer 1814,Central,41,Male,Occasional
1815,Customer 1815,North,36,Female,Premium
1816,Customer 1816,South,48,Male,Regular
1817,Customer 1817,East,46,Female,Occasional
1818,Customer 1818,West,44,Male,Premium
1819,Customer 1819,Central,44,Female,Regular
1820,Customer 1820,North,57,Male,Occasional
1821,Customer 1821,South,59,Female,Premium
1822,Customer 1822,East,34,Male,Regular
1823,Customer 1823,West,49,Female,Occasional
1824,Customer 1824,Central,36,Male,Premium
1825,Customer 1825,North,39,Female,Regular
1826,Customer 1826,South,43,Male,Occasional
1827,Customer 1827,East,52,Female,Premium
1828,Customer 1828,West,47,Male,Regular
1829,Customer 1829,Central,32,Female,Occasional
1830,Customer 1830,North,27,Male,Premium
1831,Customer 1831,South,45,Female,Regular
1832,Customer 1832,East,18,Male,Occasional
1833,Customer 1833,West,61,Female,Premium
1834,Customer 1834,Central,65,Male,Regular
1835,Customer 1835,North,23,Female,Occasional
1836,Customer 1836,South,63,Male,Premium
1837,Customer 1837,East,43,Female,Regular
1838,Customer 1838,West,20,Male,Occasional
1839,Customer 1839,Central,45,Female,Premium
1840,Customer 1840,North,39,Male,Regular
1841,Customer 1841,South,62,Female,Occasional
1842,Customer 1842,East,61,Male,Premium
1843,Customer 1843,West,23,Female,Regular
1844,Customer 1844,Central,54,Male,Occasional
1845,Customer 1845,North,49,Female,Premium
1846,Customer 1846,South,27,Male,Regular
1847,Customer 1847,East,41,Female,Occasional
1848,Customer 1848,West,59,Male,Premium
1849,Customer 1849,Central,55,Female,Regular
1850,Customer 1850,North,60,Male,Occasional
1851,Customer 1851,South,63,Female,Premium
1852,Customer 1852,East,27,Male,Regular
1853,Customer 1853,West,18,Female,Occasional
1854,Customer 1854,Central,22,Male,Premium
1855,Customer 1855,North,35,Female,Regular
1856,Customer 1856,South,43,Male,Occasional
1857,Customer 1857,East,29,Female,Premium
1858,Customer 1858,West,38,Male,Regular
1859,Customer 1859,Central,23,Female,Occasional
1860,Customer 1860,North,57,Male,Premium
1861,Customer 1861,South,43,Female,Regular
1862,Customer 1862,East,61,Male,Occasional
1863,Customer 1863,West,44,Female,Premium
1864,Customer 1864,Central,22,Male,Regular
1865,Customer 1865,North,50,Female,Occasional
1866,Customer 1866,South,25,Male,Premium
1867,Customer 1867,East,31,Female,Regular
1868,Customer 1868,West,56,Male,Occasional
1869,Customer 1869,Central,43,Female,Premium
1870,Customer 1870,North,55,Male,Regular
